,Unnamed: 0_x,customerEmail,transactionId,orderId,paymentMethodId,paymentMethodRegistrationFailure,paymentMethodType,paymentMethodProvider,transactionAmount,transactionFailed,orderState,Unnamed: 0_y,customerPhone,customerDevice,customerIPAddress,customerBillingAddress,No_Transactions,No_Orders,No_Payments,Fraud,State
578,372,kathleenlee@yahoo.com,ah0args9,qvbjir,qr7kuc1gm,0,apple pay,American Express,32,1,fulfilled,100,03898354581,3nl9r01aoqks8pn0m4hb,143.172.2.212,"206 Olson Viaduct Apt. 982
North Charleschester, CA 67567",6,4,3,False,CA
579,373,kathleenlee@yahoo.com,ezx663wg,qvbjir,t9ilu4ywl,0,card,Diners Club / Carte Blanche,32,0,fulfilled,100,03898354581,3nl9r01aoqks8pn0m4hb,143.172.2.212,"206 Olson Viaduct Apt. 982
North Charleschester, CA 67567",6,4,3,False,CA
580,374,benjamin19@gmail.com,xduef3wa,d2szgv,i7h51ufsw,1,card,VISA 16 digit,18,0,fulfilled,101,145-419-0237x139,akahn9g6l5245a3zfby6,d7d:faf5:36a8:6b28:f7bc:b265:7611:ceda,"90771 Daniel Field Apt. 429
North Jamesland, IL 45690",4,3,2,False,IL
581,375,benjamin19@gmail.com,g0v9a6i2,xmaldl,3y1i3h6rv,0,paypal,Discover,11,1,fulfilled,101,145-419-0237x139,akahn9g6l5245a3zfby6,d7d:faf5:36a8:6b28:f7bc:b265:7611:ceda,"90771 Daniel Field Apt. 429
North Jamesland, IL 45690",4,3,2,False,IL
582,376,benjamin19@gmail.com,nm7oqe4d,xmaldl,i7h51ufsw,1,card,VISA 16 digit,11,0,fulfilled,101,145-419-0237x139,akahn9g6l5245a3zfby6,d7d:faf5:36a8:6b28:f7bc:b265:7611:ceda,"90771 Daniel Field Apt. 429
North Jamesland, IL 45690",4,3,2,False,IL
583,377,benjamin19@gmail.com,kcdt39ks,ln8bdx,i7h51ufsw,1,card,VISA 16 digit,47,0,fulfilled,101,145-419-0237x139,akahn9g6l5245a3zfby6,d7d:faf5:36a8:6b28:f7bc:b265:7611:ceda,"90771 Daniel Field Apt. 429
North Jamesland, IL 45690",4,3,2,False,IL
584,378,mtrevino@gutierrez.net,wkw8llhg,m6zkwn,js2v4zlym,0,card,American Express,17,1,pending,102,390.417.8057,pycmjs4dqylc8rb0s9pt,6694:eef3:c2a3:9181:42a0:2df9:b2c1:2acd,"767 Tiffany Drive
Mirandaview, OH 42972-3228",1,1,4,True,OH
585,379,tmcpherson@wright.com,8ko07llh,51pdq1,w8f4lcsen,1,card,VISA 13 digit,72,1,fulfilled,103,1-804-264-1481x08539,ui77ukzr5lnqpajdk03u,296d:59fe:a919:21ac:16dd:96f5:10b3:4f83,"7956 Alex Avenue Apt. 593
Port Michael, OK 41350",13,8,1,True,OK
586,380,tmcpherson@wright.com,a0krnphc,51pdq1,w8f4lcsen,1,card,VISA 13 digit,72,1,fulfilled,103,1-804-264-1481x08539,ui77ukzr5lnqpajdk03u,296d:59fe:a919:21ac:16dd:96f5:10b3:4f83,"7956 Alex Avenue Apt. 593
Port Michael, OK 41350",13,8,1,True,OK
587,381,tmcpherson@wright.com,jwdcjcvh,bve6ws,w8f4lcsen,1,card,VISA 13 digit,60,0,fulfilled,103,1-804-264-1481x08539,ui77ukzr5lnqpajdk03u,296d:59fe:a919:21ac:16dd:96f5:10b3:4f83,"7956 Alex Avenue Apt. 593
Port Michael, OK 41350",13,8,1,True,OK
588,382,tmcpherson@wright.com,x84iyy6o,bve6ws,w8f4lcsen,1,card,VISA 13 digit,60,1,fulfilled,103,1-804-264-1481x08539,ui77ukzr5lnqpajdk03u,296d:59fe:a919:21ac:16dd:96f5:10b3:4f83,"7956 Alex Avenue Apt. 593
Port Michael, OK 41350",13,8,1,True,OK
589,383,tmcpherson@wright.com,rilyerv3,6sv4im,w8f4lcsen,1,card,VISA 13 digit,42,0,fulfilled,103,1-804-264-1481x08539,ui77ukzr5lnqpajdk03u,296d:59fe:a919:21ac:16dd:96f5:10b3:4f83,"7956 Alex Avenue Apt. 593
Port Michael, OK 41350",13,8,1,True,OK
590,384,tmcpherson@wright.com,nob1c9da,loejqo,w8f4lcsen,1,card,VISA 13 digit,33,0,pending,103,1-804-264-1481x08539,ui77ukzr5lnqpajdk03u,296d:59fe:a919:21ac:16dd:96f5:10b3:4f83,"7956 Alex Avenue Apt. 593
Port Michael, OK 41350",13,8,1,True,OK
591,385,tmcpherson@wright.com,6h400s45,qrkjwn,w8f4lcsen,1,card,VISA 13 digit,33,0,fulfilled,103,1-804-264-1481x08539,ui77ukzr5lnqpajdk03u,296d:59fe:a919:21ac:16dd:96f5:10b3:4f83,"7956 Alex Avenue Apt. 593
Port Michael, OK 41350",13,8,1,True,OK
592,386,tmcpherson@wright.com,p9l1ry2z,qrkjwn,w8f4lcsen,1,card,VISA 13 digit,33,1,fulfilled,103,1-804-264-1481x08539,ui77ukzr5lnqpajdk03u,296d:59fe:a919:21ac:16dd:96f5:10b3:4f83,"7956 Alex Avenue Apt. 593
Port Michael, OK 41350",13,8,1,True,OK
593,387,tmcpherson@wright.com,37xngvsx,bvbmdr,w8f4lcsen,1,card,VISA 13 digit,35,0,fulfilled,103,1-804-264-1481x08539,ui77ukzr5lnqpajdk03u,296d:59fe:a919:21ac:16dd:96f5:10b3:4f83,"7956 Alex Avenue Apt. 593
Port Michael, OK 41350",13,8,1,True,OK
594,388,tmcpherson@wright.com,4yoepvao,etpzqt,w8f4lcsen,1,card,VISA 13 digit,40,0,fulfilled,103,1-804-264-1481x08539,ui77ukzr5lnqpajdk03u,296d:59fe:a919:21ac:16dd:96f5:10b3:4f83,"7956 Alex Avenue Apt. 593
Port Michael, OK 41350",13,8,1,True,OK
595,389,tmcpherson@wright.com,cthnkebs,etpzqt,w8f4lcsen,1,card,VISA 13 digit,40,1,fulfilled,103,1-804-264-1481x08539,ui77ukzr5lnqpajdk03u,296d:59fe:a919:21ac:16dd:96f5:10b3:4f83,"7956 Alex Avenue Apt. 593
Port Michael, OK 41350",13,8,1,True,OK
596,390,tmcpherson@wright.com,ho3ia5k6,etpzqt,w8f4lcsen,1,card,VISA 13 digit,40,1,fulfilled,103,1-804-264-1481x08539,ui77ukzr5lnqpajdk03u,296d:59fe:a919:21ac:16dd:96f5:10b3:4f83,"7956 Alex Avenue Apt. 593
Port Michael, OK 41350",13,8,1,True,OK
597,391,tmcpherson@wright.com,7l217x0d,p3i7n9,w8f4lcsen,1,card,VISA 13 digit,36,0,fulfilled,103,1-804-264-1481x08539,ui77ukzr5lnqpajdk03u,296d:59fe:a919:21ac:16dd:96f5:10b3:4f83,"7956 Alex Avenue Apt. 593
Port Michael, OK 41350",13,8,1,True,OK
598,392,wdelacruz@yahoo.com,z7wlutjb,lqc3os,n8g5z0l5a,0,card,JCB 16 digit,66,1,fulfilled,104,155.688.4242x443,fmm4yabu9llergl9qbl9,cd18:5626:a1c4:7e99:addf:368e:c98:e772,"3074 Caroline Oval
Lake Maryburgh, MA 15880",4,4,1,True,MA
599,393,wdelacruz@yahoo.com,7prmsn0c,q60uc8,n8g5z0l5a,0,card,JCB 16 digit,46,0,failed,104,155.688.4242x443,fmm4yabu9llergl9qbl9,cd18:5626:a1c4:7e99:addf:368e:c98:e772,"3074 Caroline Oval
Lake Maryburgh, MA 15880",4,4,1,True,MA
600,394,wdelacruz@yahoo.com,y57y5psb,fsnt56,n8g5z0l5a,0,card,JCB 16 digit,47,0,failed,104,155.688.4242x443,fmm4yabu9llergl9qbl9,cd18:5626:a1c4:7e99:addf:368e:c98:e772,"3074 Caroline Oval
Lake Maryburgh, MA 15880",4,4,1,True,MA
601,395,wdelacruz@yahoo.com,m4c0aa62,j6lfpo,n8g5z0l5a,0,card,JCB 16 digit,72,0,fulfilled,104,155.688.4242x443,fmm4yabu9llergl9qbl9,cd18:5626:a1c4:7e99:addf:368e:c98:e772,"3074 Caroline Oval
Lake Maryburgh, MA 15880",4,4,1,True,MA
602,396,brooksdustin@knight.info,57bf8t4x,8p5okv,tmx17utwv,0,card,VISA 16 digit,17,0,fulfilled,105,345.319.0722x7868,dhe9trcjv1fyr2vr18q2,172.69.105.137,"8554 John Forge Apt. 284
Port Kimberlyburgh, NM 29954-7053",1,1,2,True,NM
603,397,ybrown@gmail.com,syutt7yx,cdt22w,vnrb9adla,0,card,Voyager,46,0,fulfilled,106,+32(2)6119524982,nsbh7z6p9hw17qq4mhhh,101.94.37.245,"5154 Fernandez Points Apt. 712
Mcguirehaven, MN 91595",5,4,3,False,MN
604,398,ybrown@gmail.com,zzg2ywpl,w936ae,4wf6hh0n2,0,card,VISA 16 digit,42,0,fulfilled,106,+32(2)6119524982,nsbh7z6p9hw17qq4mhhh,101.94.37.245,"5154 Fernandez Points Apt. 712
Mcguirehaven, MN 91595",5,4,3,False,MN
605,399,ybrown@gmail.com,0mnx24qs,xsg232,os6ezvnwg,0,card,JCB 16 digit,36,0,failed,106,+32(2)6119524982,nsbh7z6p9hw17qq4mhhh,101.94.37.245,"5154 Fernandez Points Apt. 712
Mcguirehaven, MN 91595",5,4,3,False,MN
606,400,ybrown@gmail.com,2obfozx3,1x9wie,os6ezvnwg,0,card,JCB 16 digit,10,1,fulfilled,106,+32(2)6119524982,nsbh7z6p9hw17qq4mhhh,101.94.37.245,"5154 Fernandez Points Apt. 712
Mcguirehaven, MN 91595",5,4,3,False,MN
607,401,ybrown@gmail.com,jauf6x87,1x9wie,os6ezvnwg,0,card,JCB 16 digit,10,0,fulfilled,106,+32(2)6119524982,nsbh7z6p9hw17qq4mhhh,101.94.37.245,"5154 Fernandez Points Apt. 712
Mcguirehaven, MN 91595",5,4,3,False,MN
608,402,vreyes@cruz.info,7pupat69,b1t6wl,gw4lq4cuy,0,card,VISA 13 digit,30,0,fulfilled,107,029-308-3389,dcxumu40bfvtofs61r9c,4169:eb39:d5db:e1ab:b739:6e98:70:4f39,"3120 Horne Vista
Port Emmaview, LA 25479",1,1,1,False,LA
609,403,nicolekelly@hotmail.com,fkjd0vf6,qy4n1h,6rli0g8of,0,card,VISA 13 digit,42,0,fulfilled,109,02296551953,26buke7oqcdrk1x78588,242.102.134.32,"Unit 6251 Box 1562
DPO AP 54457-8709",1,1,1,False,
610,404,barronelizabeth@singh.org,xggmoajo,2r16j4,duk5e3nae,0,card,JCB 16 digit,21,0,fulfilled,110,867.528.2694x83638,ck37pcnsqa9po9g1euae,130.55.185.234,"8663 Kaitlyn Key
Brittanyview, CT 46389",5,4,2,False,CT
611,405,barronelizabeth@singh.org,54mziv51,fs5qr2,duk5e3nae,0,card,JCB 16 digit,16,0,fulfilled,110,867.528.2694x83638,ck37pcnsqa9po9g1euae,130.55.185.234,"8663 Kaitlyn Key
Brittanyview, CT 46389",5,4,2,False,CT
612,406,barronelizabeth@singh.org,v2io6j5q,7p1kg7,iq66wkmk1,0,paypal,Voyager,39,0,fulfilled,110,867.528.2694x83638,ck37pcnsqa9po9g1euae,130.55.185.234,"8663 Kaitlyn Key
Brittanyview, CT 46389",5,4,2,False,CT
613,407,barronelizabeth@singh.org,14s99io7,zrklm8,iq66wkmk1,0,paypal,Voyager,22,1,fulfilled,110,867.528.2694x83638,ck37pcnsqa9po9g1euae,130.55.185.234,"8663 Kaitlyn Key
Brittanyview, CT 46389",5,4,2,False,CT
614,408,barronelizabeth@singh.org,l022kzwv,zrklm8,duk5e3nae,0,card,JCB 16 digit,22,0,fulfilled,110,867.528.2694x83638,ck37pcnsqa9po9g1euae,130.55.185.234,"8663 Kaitlyn Key
Brittanyview, CT 46389",5,4,2,False,CT
615,409,phillip89@gmail.com,hpcl1rqn,m1ivme,0hxz5kbtr,0,card,JCB 15 digit,16,0,pending,111,649-150-0665,jyk9fawabmu0yi4ee69q,2.47.31.110,"2672 Jeffrey Cove
Michaelport, ND 40991-4174",3,3,1,False,ND
616,410,phillip89@gmail.com,i5cw09zr,lbg7xt,0hxz5kbtr,0,card,JCB 15 digit,45,0,fulfilled,111,649-150-0665,jyk9fawabmu0yi4ee69q,2.47.31.110,"2672 Jeffrey Cove
Michaelport, ND 40991-4174",3,3,1,False,ND
617,411,phillip89@gmail.com,5gbtznk4,6fzokb,0hxz5kbtr,0,card,JCB 15 digit,13,0,fulfilled,111,649-150-0665,jyk9fawabmu0yi4ee69q,2.47.31.110,"2672 Jeffrey Cove
Michaelport, ND 40991-4174",3,3,1,False,ND
618,412,ugood@mosley.info,gpeuthlg,eqaoio,3zzg1etrq,0,card,VISA 13 digit,74,0,fulfilled,112,869-856-7969,qdrwvtooysq6q0i0asm7,7847:656d:453b:4e2d:8493:82f8:cff:502e,"88979 Jennifer Field Suite 069
Robertchester, CT 26498-8802",2,2,4,True,CT
619,413,ugood@mosley.info,6qeucn7v,ye3d01,jcbfj9zj6,0,card,Diners Club / Carte Blanche,67,0,fulfilled,112,869-856-7969,qdrwvtooysq6q0i0asm7,7847:656d:453b:4e2d:8493:82f8:cff:502e,"88979 Jennifer Field Suite 069
Robertchester, CT 26498-8802",2,2,4,True,CT
620,414,zgraham@yahoo.com,tyhoucmk,4pg8fk,l4w49qskr,0,apple pay,Voyager,42,0,fulfilled,113,1-469-696-6266,t2ztblzdu5hhzuo5fl6g,114.134.196.43,"4608 Travis Spring
Sarahtown, KS 65613",5,4,3,False,KS
621,415,zgraham@yahoo.com,82m0gkqr,0linjx,4lbflweug,0,card,Discover,43,1,fulfilled,113,1-469-696-6266,t2ztblzdu5hhzuo5fl6g,114.134.196.43,"4608 Travis Spring
Sarahtown, KS 65613",5,4,3,False,KS
622,416,zgraham@yahoo.com,cosa5rtj,9khtcz,ougmgyvof,0,card,Maestro,12,0,fulfilled,113,1-469-696-6266,t2ztblzdu5hhzuo5fl6g,114.134.196.43,"4608 Travis Spring
Sarahtown, KS 65613",5,4,3,False,KS
623,417,zgraham@yahoo.com,93wgj32w,3g1bbj,ougmgyvof,0,card,Maestro,11,1,fulfilled,113,1-469-696-6266,t2ztblzdu5hhzuo5fl6g,114.134.196.43,"4608 Travis Spring
Sarahtown, KS 65613",5,4,3,False,KS
624,418,zgraham@yahoo.com,trxn5ehm,3g1bbj,4lbflweug,0,card,Discover,11,0,fulfilled,113,1-469-696-6266,t2ztblzdu5hhzuo5fl6g,114.134.196.43,"4608 Travis Spring
Sarahtown, KS 65613",5,4,3,False,KS
625,419,pchavez@randolph.com,idhsbo74,iwzplu,3fsaflfv5,0,paypal,Maestro,39,0,fulfilled,114,(569)110-7736,ol87wpzs0jpsw13jlyko,acba:ba43:ae87:641c:3009:8355:c6ff:15b9,"3604 Lyons Prairie
Allenbury, WI 26089-9330",1,1,1,False,WI
626,420,marywalker@gmail.com,59di64ja,9wfg0y,6p0e0gdmy,0,card,VISA 16 digit,14,0,fulfilled,115,828-124-3490,kah1gtidszvnkih1lvtd,11.165.157.167,"4025 Rivera Mill
West Justin, UT 11158",4,3,3,True,UT
627,421,marywalker@gmail.com,9fxpqd1e,9wfg0y,dakq3e620,0,card,JCB 16 digit,14,1,fulfilled,115,828-124-3490,kah1gtidszvnkih1lvtd,11.165.157.167,"4025 Rivera Mill
West Justin, UT 11158",4,3,3,True,UT
628,422,marywalker@gmail.com,mpqpuama,f2u6qh,dakq3e620,0,card,JCB 16 digit,35,0,failed,115,828-124-3490,kah1gtidszvnkih1lvtd,11.165.157.167,"4025 Rivera Mill
West Justin, UT 11158",4,3,3,True,UT
629,423,marywalker@gmail.com,v19i5ylc,hw28hx,dakq3e620,0,card,JCB 16 digit,19,0,fulfilled,115,828-124-3490,kah1gtidszvnkih1lvtd,11.165.157.167,"4025 Rivera Mill
West Justin, UT 11158",4,3,3,True,UT
630,424,smithtonya@huffman.org,mmxvwcnc,52gvak,1vwiez8vl,0,card,JCB 16 digit,32,0,fulfilled,117,1-753-714-9977x4456,fd5khwqxgptuyvtl59mp,7243:82ce:52ca:f27b:f116:30c0:f704:59f3,"401 Linda Circles Apt. 670
Raymondton, OH 67056-3087",3,3,1,False,OH
631,425,smithtonya@huffman.org,wmqq0rhj,e7i8oe,1vwiez8vl,0,card,JCB 16 digit,35,0,fulfilled,117,1-753-714-9977x4456,fd5khwqxgptuyvtl59mp,7243:82ce:52ca:f27b:f116:30c0:f704:59f3,"401 Linda Circles Apt. 670
Raymondton, OH 67056-3087",3,3,1,False,OH
632,426,smithtonya@huffman.org,qmywqxmq,dcu7qm,1vwiez8vl,0,card,JCB 16 digit,14,0,fulfilled,117,1-753-714-9977x4456,fd5khwqxgptuyvtl59mp,7243:82ce:52ca:f27b:f116:30c0:f704:59f3,"401 Linda Circles Apt. 670
Raymondton, OH 67056-3087",3,3,1,False,OH
633,427,hamiltonchristopher@yahoo.com,gnhirhoy,xbxaz7,vwvzodhr2,0,card,JCB 15 digit,39,1,fulfilled,118,(600)151-8836x7328,c9qyfs1gmssc5ia83wi0,117.6.168.209,"32609 Mark Vista Apt. 688
Huynhstad, MN 06562",2,1,3,False,MN
634,428,hamiltonchristopher@yahoo.com,s4fv6dqi,xbxaz7,2syymyhn2,0,card,VISA 16 digit,39,0,fulfilled,118,(600)151-8836x7328,c9qyfs1gmssc5ia83wi0,117.6.168.209,"32609 Mark Vista Apt. 688
Huynhstad, MN 06562",2,1,3,False,MN
635,429,amywright@wallace-johnson.com,sbuj220x,a98xev,88huac0bv,1,bitcoin,VISA 16 digit,74,0,failed,119,629.489.3980,n29he2b6a841zcbiw2i9,254.155.117.48,"403 Anna Center Apt. 947
Meganhaven, GA 46627",6,6,1,True,GA
636,430,amywright@wallace-johnson.com,lwfud9ou,skhh6n,88huac0bv,1,bitcoin,VISA 16 digit,46,0,failed,119,629.489.3980,n29he2b6a841zcbiw2i9,254.155.117.48,"403 Anna Center Apt. 947
Meganhaven, GA 46627",6,6,1,True,GA
637,431,amywright@wallace-johnson.com,ewy4l0pq,6hb7do,88huac0bv,1,bitcoin,VISA 16 digit,71,1,fulfilled,119,629.489.3980,n29he2b6a841zcbiw2i9,254.155.117.48,"403 Anna Center Apt. 947
Meganhaven, GA 46627",6,6,1,True,GA
638,432,amywright@wallace-johnson.com,bukm9xs4,hd6eyt,88huac0bv,1,bitcoin,VISA 16 digit,45,0,failed,119,629.489.3980,n29he2b6a841zcbiw2i9,254.155.117.48,"403 Anna Center Apt. 947
Meganhaven, GA 46627",6,6,1,True,GA
639,433,amywright@wallace-johnson.com,aus7niea,y942bm,88huac0bv,1,bitcoin,VISA 16 digit,32,0,fulfilled,119,629.489.3980,n29he2b6a841zcbiw2i9,254.155.117.48,"403 Anna Center Apt. 947
Meganhaven, GA 46627",6,6,1,True,GA
640,434,amywright@wallace-johnson.com,1vw81h7t,t8lnr5,88huac0bv,1,bitcoin,VISA 16 digit,44,0,fulfilled,119,629.489.3980,n29he2b6a841zcbiw2i9,254.155.117.48,"403 Anna Center Apt. 947
Meganhaven, GA 46627",6,6,1,True,GA
641,435,iray@rogers.com,amyaqwxv,1pxm7n,jwnmuewma,0,card,VISA 16 digit,61,0,fulfilled,120,738-700-9649x102,qkkvc35qa3mx8g1t1jr2,4338:887b:3e9b:f16d:7257:2a21:6559:e9a4,"Unit 4843 Box 7401
DPO AP 92304-9120",5,5,5,True,
642,436,iray@rogers.com,6wmrhsvw,fdv49s,736fivko4,0,card,Voyager,40,0,fulfilled,120,738-700-9649x102,qkkvc35qa3mx8g1t1jr2,4338:887b:3e9b:f16d:7257:2a21:6559:e9a4,"Unit 4843 Box 7401
DPO AP 92304-9120",5,5,5,True,
643,437,iray@rogers.com,76kkztvq,hyopfu,jwnmuewma,0,card,VISA 16 digit,49,0,fulfilled,120,738-700-9649x102,qkkvc35qa3mx8g1t1jr2,4338:887b:3e9b:f16d:7257:2a21:6559:e9a4,"Unit 4843 Box 7401
DPO AP 92304-9120",5,5,5,True,
644,438,iray@rogers.com,me89f00o,g9g7pj,j0eyk4wni,0,card,Diners Club / Carte Blanche,46,0,failed,120,738-700-9649x102,qkkvc35qa3mx8g1t1jr2,4338:887b:3e9b:f16d:7257:2a21:6559:e9a4,"Unit 4843 Box 7401
DPO AP 92304-9120",5,5,5,True,
645,439,iray@rogers.com,tzys1r4y,r0ufv3,j0eyk4wni,0,card,Diners Club / Carte Blanche,31,0,fulfilled,120,738-700-9649x102,qkkvc35qa3mx8g1t1jr2,4338:887b:3e9b:f16d:7257:2a21:6559:e9a4,"Unit 4843 Box 7401
DPO AP 92304-9120",5,5,5,True,
646,440,ctaylor@yahoo.com,us3sl1w5,i1lv0z,cf3mkd213,0,card,JCB 16 digit,66,0,fulfilled,121,1-020-923-6697x8718,uu141ykhyig0cj3s98jr,dda2:66e0:4279:3c1b:ac29:4cbb:5ea3:c26b,"87096 Warren Turnpike
Howellview, WA 74727-2420",8,6,6,True,WA
647,441,ctaylor@yahoo.com,fmt8i50f,94aoa8,jjfiirq8l,0,card,JCB 16 digit,70,0,fulfilled,121,1-020-923-6697x8718,uu141ykhyig0cj3s98jr,dda2:66e0:4279:3c1b:ac29:4cbb:5ea3:c26b,"87096 Warren Turnpike
Howellview, WA 74727-2420",8,6,6,True,WA
648,442,ctaylor@yahoo.com,3asqnj9h,lrdgn8,rqtzq4iov,0,card,VISA 16 digit,32,0,fulfilled,121,1-020-923-6697x8718,uu141ykhyig0cj3s98jr,dda2:66e0:4279:3c1b:ac29:4cbb:5ea3:c26b,"87096 Warren Turnpike
Howellview, WA 74727-2420",8,6,6,True,WA
649,443,ctaylor@yahoo.com,sw8vizzn,lrdgn8,xp5bh6v2n,0,card,Maestro,32,1,fulfilled,121,1-020-923-6697x8718,uu141ykhyig0cj3s98jr,dda2:66e0:4279:3c1b:ac29:4cbb:5ea3:c26b,"87096 Warren Turnpike
Howellview, WA 74727-2420",8,6,6,True,WA
650,444,ctaylor@yahoo.com,tnzw0wf9,e0amku,jjfiirq8l,0,card,JCB 16 digit,50,0,fulfilled,121,1-020-923-6697x8718,uu141ykhyig0cj3s98jr,dda2:66e0:4279:3c1b:ac29:4cbb:5ea3:c26b,"87096 Warren Turnpike
Howellview, WA 74727-2420",8,6,6,True,WA
651,445,ctaylor@yahoo.com,22wpoikc,z3tdfo,rqtzq4iov,0,card,VISA 16 digit,38,0,fulfilled,121,1-020-923-6697x8718,uu141ykhyig0cj3s98jr,dda2:66e0:4279:3c1b:ac29:4cbb:5ea3:c26b,"87096 Warren Turnpike
Howellview, WA 74727-2420",8,6,6,True,WA
652,446,ctaylor@yahoo.com,464cuad3,z3tdfo,jjfiirq8l,0,card,JCB 16 digit,38,1,fulfilled,121,1-020-923-6697x8718,uu141ykhyig0cj3s98jr,dda2:66e0:4279:3c1b:ac29:4cbb:5ea3:c26b,"87096 Warren Turnpike
Howellview, WA 74727-2420",8,6,6,True,WA
653,447,ctaylor@yahoo.com,iwr5gm7i,qyqvn4,q96qd8pcw,0,card,American Express,72,0,fulfilled,121,1-020-923-6697x8718,uu141ykhyig0cj3s98jr,dda2:66e0:4279:3c1b:ac29:4cbb:5ea3:c26b,"87096 Warren Turnpike
Howellview, WA 74727-2420",8,6,6,True,WA
654,448,gomezjohn@yahoo.com,7w0n4z25,lwn8yr,n1ehjoa66,0,card,JCB 15 digit,43,0,pending,123,1-333-131-2746x6449,21rpvi89b6uon3c3x8gc,a8da:1d73:a062:6289:e6a6:7bcc:51b2:6dcb,"PSC 1043, Box 1089
APO AA 29395-9131",2,2,1,False,BoxAPOAA
655,449,gomezjohn@yahoo.com,0h8u9mpm,q9mxer,n1ehjoa66,0,card,JCB 15 digit,16,0,failed,123,1-333-131-2746x6449,21rpvi89b6uon3c3x8gc,a8da:1d73:a062:6289:e6a6:7bcc:51b2:6dcb,"PSC 1043, Box 1089
APO AA 29395-9131",2,2,1,False,BoxAPOAA
656,450,mullenstephanie@yahoo.com,lxpd7329,480xpp,rz8r1tr8s,0,paypal,Mastercard,12,0,fulfilled,124,(616)674-0266x776,056bfyj4m7svmdeex8z1,50.190.231.22,"3483 Frank Estate Apt. 466
Thomasburgh, MP 54561-8178",3,3,2,False,MP
657,451,mullenstephanie@yahoo.com,1zhxo5b4,w6jjuq,8ohzdp1ql,0,bitcoin,Diners Club / Carte Blanche,28,0,fulfilled,124,(616)674-0266x776,056bfyj4m7svmdeex8z1,50.190.231.22,"3483 Frank Estate Apt. 466
Thomasburgh, MP 54561-8178",3,3,2,False,MP
658,452,mullenstephanie@yahoo.com,6wvb00ik,5mwl8n,8ohzdp1ql,0,bitcoin,Diners Club / Carte Blanche,17,0,fulfilled,124,(616)674-0266x776,056bfyj4m7svmdeex8z1,50.190.231.22,"3483 Frank Estate Apt. 466
Thomasburgh, MP 54561-8178",3,3,2,False,MP
659,453,koneal@henderson.biz,s7kvbnb1,p6xjf3,h6cv0t3ga,0,bitcoin,VISA 16 digit,23,0,fulfilled,126,059.431.5467x7848,gcfo5uheb9mugbstbjez,85.188.105.126,"056 Megan Trail Suite 355
West Zachary, GU 51278-2318",4,4,1,True,GU
660,454,koneal@henderson.biz,htkv5ymx,20hwn4,h6cv0t3ga,0,bitcoin,VISA 16 digit,11,0,fulfilled,126,059.431.5467x7848,gcfo5uheb9mugbstbjez,85.188.105.126,"056 Megan Trail Suite 355
West Zachary, GU 51278-2318",4,4,1,True,GU
661,455,koneal@henderson.biz,7qdnutij,v8qxee,h6cv0t3ga,0,bitcoin,VISA 16 digit,38,0,fulfilled,126,059.431.5467x7848,gcfo5uheb9mugbstbjez,85.188.105.126,"056 Megan Trail Suite 355
West Zachary, GU 51278-2318",4,4,1,True,GU
662,456,koneal@henderson.biz,u2eijqhe,ygu87g,h6cv0t3ga,0,bitcoin,VISA 16 digit,26,0,fulfilled,126,059.431.5467x7848,gcfo5uheb9mugbstbjez,85.188.105.126,"056 Megan Trail Suite 355
West Zachary, GU 51278-2318",4,4,1,True,GU
663,457,brianthomas@yahoo.com,srhoioko,81wxhb,9i0e5d5ex,0,card,JCB 16 digit,46,0,fulfilled,128,04061905118,1djsf7mffce2xhvsf139,219.222.4.152,"9205 Jeremiah Field Suite 815
East Christopher, IA 93399",6,4,1,False,IA
664,458,brianthomas@yahoo.com,sdx47g08,3e8psz,9i0e5d5ex,0,card,JCB 16 digit,24,0,fulfilled,128,04061905118,1djsf7mffce2xhvsf139,219.222.4.152,"9205 Jeremiah Field Suite 815
East Christopher, IA 93399",6,4,1,False,IA
665,459,brianthomas@yahoo.com,7d74oyac,3vp1ao,9i0e5d5ex,0,card,JCB 16 digit,39,1,pending,128,04061905118,1djsf7mffce2xhvsf139,219.222.4.152,"9205 Jeremiah Field Suite 815
East Christopher, IA 93399",6,4,1,False,IA
666,460,brianthomas@yahoo.com,7kx1329q,3vp1ao,9i0e5d5ex,0,card,JCB 16 digit,39,1,pending,128,04061905118,1djsf7mffce2xhvsf139,219.222.4.152,"9205 Jeremiah Field Suite 815
East Christopher, IA 93399",6,4,1,False,IA
667,461,brianthomas@yahoo.com,we3p9buz,3vp1ao,9i0e5d5ex,0,card,JCB 16 digit,39,0,pending,128,04061905118,1djsf7mffce2xhvsf139,219.222.4.152,"9205 Jeremiah Field Suite 815
East Christopher, IA 93399",6,4,1,False,IA
668,462,brianthomas@yahoo.com,k8k2d6kb,wyeexx,9i0e5d5ex,0,card,JCB 16 digit,49,0,fulfilled,128,04061905118,1djsf7mffce2xhvsf139,219.222.4.152,"9205 Jeremiah Field Suite 815
East Christopher, IA 93399",6,4,1,False,IA
669,463,oaguirre@hotmail.com,5s2j37z0,9lj87e,0d9jd80l2,0,apple pay,Voyager,47,0,fulfilled,129,1-856-006-5150,cvtpgtclxkvcwvr16cyd,ae37:8e14:bfc1:43c4:7dde:7b9e:ca7f:4721,"719 Jeremy Flat Apt. 914
Alexanderport, IA 97423-7424",1,1,4,True,IA
